week,money_supply,grants_cumulative,arena_sink_cumulative,league_rake_cumulative,median_balance,p10_balance,p90_balance,pct_below_bronze_stake
1,2484527.333333333,800000.0,138742.66666666666,176730.0,251.33333333333331,22.0,408.0,0.1371
2,2617416.333333333,1233188.6666666667,280372.3333333337,335400.0,262.0,11.0,463.99999999999994,0.166
3,2711128.666666666,1633257.3333333335,436478.6666666672,485650.0,271.3333333333333,11.0,486.0,0.1897
4,2793014.333333333,2011176.3333333335,584272.0000000002,633890.0,271.3333333333333,10.0,516.6666666666666,0.196
5,2900717.0,2382103.666666667,698556.6666666669,782830.0,277.9999999999999,10.0,549.3333333333333,0.1953
6,2972453.666666667,2741978.666666667,839745.0000000001,929780.0,291.9999999999999,10.0,561.9999999999999,0.199
7,3042482.6666666665,3090928.666666667,971716.0,1076730.0,300.0,9.933333333333136,568.0,0.1962
8,3105030.6666666665,3435015.333333334,1105474.666666666,1224510.0,300.0,10.0,585.9999999999999,0.1942
9,3132536.6666666665,3771773.000000001,1266886.3333333333,1372350.0,303.99999999999994,10.0,596.0,0.195
10,3178451.333333333,4106830.3333333344,1407219.0000000002,1521160.0,303.99999999999994,10.000000000000284,608.6666666666665,0.1899
11,3223750.6666666665,4437122.000000001,1542221.3333333335,1671150.0,304.0,10.666666666666742,614.8000000000005,0.1909
12,3268823.333333333,4763795.000000001,1675041.666666667,1819930.0,307.9999999999999,10.000000000000227,630.0,0.1915
13,3316381.3333333335,5085902.333333334,1800281.0000000012,1969240.0,309.99999999999983,10.0,643.3333333333334,0.1913
14,3336733.666666667,5404575.333333334,1948891.666666668,2118950.0,312.0,10.0,647.3333333333336,0.1893
15,3384519.666666667,5724835.333333334,2071405.666666668,2268910.0,320.0000000000001,11.0,651.3333333333335,0.1878
16,3425183.666666667,6038923.000000001,2195119.333333335,2418620.0,324.0,10.666666666665998,668.8000000000006,0.1894
17,3451565.666666667,6351102.666666668,2330027.000000001,2569510.0,326.6666666666666,11.0,679.9999999999999,0.1878
18,3459077.666666667,6662696.000000001,2484758.3333333326,2718860.0,322.66666666666663,10.666666666666737,680.0,0.1917
19,3481191.0000000005,6975943.000000001,2626961.999999999,2867790.0,326.66666666666663,10.666666666666742,688.0,0.1898
20,3499270.333333334,7284731.000000001,2767680.666666666,3017780.0,332.0,10.66666666666718,680.0666666666677,0.185
21,3513888.0,7592499.333333334,2911091.3333333326,3167520.0,332.66666666666663,11.0,692.0,0.1856
22,3512396.666666667,7900625.666666667,3070288.999999999,3317940.0,330.6666666666665,10.666666666666742,692.8000000000011,0.1854
23,3517731.0000000005,8209837.666666667,3224636.666666666,3467470.0,331.9999999999997,10.666666666666742,692.0000000000002,0.1898
24,3545452.000000001,8517769.666666668,3354657.666666666,3617660.0,332.66666666666663,10.666666666666794,700.6666666666666,0.1855
25,3576675.333333334,8823017.000000002,3478541.666666666,3767800.0,332.66666666666663,10.666666666668828,704.6666666666667,0.1858
26,3585453.6666666674,9125855.000000002,3621461.3333333307,3918940.0,332.66666666666663,11.0,712.0000000000001,0.1832
27,3578114.333333334,9429662.666666668,3782428.333333331,4069120.0,330.6666666666665,10.00000000000021,716.0,0.1874
28,3595682.666666667,9736514.000000002,3920571.33333333,4220260.0,332.6666666666665,10.966666666666846,715.4000000000003,0.184
