week,money_supply,grants_cumulative,arena_sink_cumulative,league_rake_cumulative,median_balance,p10_balance,p90_balance,pct_below_bronze_stake
1,2455081.333333333,800000.0,170718.66666666674,174200.0,251.33333333333331,22.0,408.0,0.1389
2,2927006.0,1581157.3333333335,322481.3333333333,331670.0,302.66666666666663,10.666666666666742,524.0,0.1673
3,3366233.0,2323682.666666667,470359.66666666634,487090.0,353.99999999999994,11.0,599.3333333333334,0.1701
4,3745766.0,3008308.666666667,620312.666666666,642230.0,396.0,11.0,661.3333333333334,0.1721
5,4081923.0,3631773.333333334,750900.3333333333,798950.0,428.0000000000001,12.0,698.6666666666662,0.1638
6,4343337.333333333,4202536.666666667,901139.3333333337,958060.0,475.3333333333335,13.0,726.6666666666669,0.1552
7,4563595.0,4731767.666666667,1051222.6666666674,1116950.0,498.0,12.666666666666492,755.3333333333335,0.155
8,4758190.0,5220329.333333334,1184859.333333335,1277280.0,516.6666666666667,13.0,782.0000000000001,0.1492
9,4906569.666666668,5679975.333333334,1333735.666666668,1439670.0,532.6666666666667,13.333333333333428,802.0,0.1409
10,5049054.000000001,6123921.666666667,1471957.6666666681,1602910.0,547.3333333333335,14.0,818.0,0.1379
11,5152816.000000001,6541615.333333334,1622469.3333333342,1766330.0,561.3333333333334,14.0,833.3333333333334,0.1367
12,5236760.333333334,6945396.000000001,1777415.666666667,1931220.0,567.6666666666667,15.333333333333428,849.3333333333336,0.1327
13,5322798.666666668,7341688.666666668,1922180.0,2096710.0,571.3333333333334,16.0,857.3333333333337,0.1305
14,5395344.666666668,7727306.666666668,2069512.0,2262450.0,571.3333333333334,16.0000000000005,878.0000000000002,0.1298
15,5473851.333333335,8106215.333333334,2204264.000000001,2428100.0,575.3333333333335,17.33333333333324,886.0000000000005,0.1292
16,5525712.333333335,8475663.0,2355940.6666666674,2594010.0,576.3333333333337,16.666666666666856,898.733333333334,0.129
17,5580815.333333335,8844658.666666666,2503403.3333333326,2760440.0,590.0,17.3333333333336,910.666666666667,0.1264
18,5600651.333333335,9201222.333333332,2673590.9999999995,2926980.0,594.0,17.0,910.666666666667,0.127
19,5643126.666666668,9555920.999999998,2818524.3333333316,3094270.0,592.0,18.000000000000107,918.0000000000001,0.1248
20,5687509.000000002,9910222.666666664,2959673.666666665,3263040.0,596.0000000000002,18.666666666667084,930.0,0.1203
21,5713372.333333336,10261893.666666664,3117501.333333332,3431020.0,600.0,18.666666666666686,939.3333333333336,0.1232
22,5732159.333333335,10609662.666666664,3277963.3333333335,3599540.0,599.3333333333342,19.0,943.3333333333337,0.1211
23,5749913.333333335,10958225.999999998,3441192.6666666665,3767120.0,600.0,18.600000000000065,947.3333333333339,0.124
24,5774406.000000002,11305699.999999998,3597483.9999999995,3933810.0,600.0,17.333333333334725,952.7333333333333,0.1233
25,5826040.000000001,11650032.999999998,3723542.999999999,4100450.0,604.0000000000001,18.0,954.0,0.1231
26,5862803.000000002,11988217.333333332,3855504.3333333316,4269910.0,604.0000000000001,21.200000000001076,971.3333333333342,0.1173
27,5867338.333333335,12325662.333333332,4019313.9999999995,4439010.0,608.0000000000002,19.999999999999442,959.3333333333328,0.1181
28,5888526.000000002,12660710.666666666,4162684.666666666,4609500.0,608.0,24.0,970.0000000000001,0.1154
29,5905212.666666668,12995404.0,4310981.333333332,4779210.0,608.0000000000002,19.33333333333382,976.0000000000002,0.1164
30,5947000.333333336,13330784.666666666,4434224.333333335,4949560.0,612.0000000000003,24.0,976.7000000000007,0.1149
31,5948308.333333336,13662281.666666666,4595403.333333335,5118570.0,608.0000000000002,19.333333333333535,990.0,0.1181
32,5952792.666666669,13995281.666666666,4755909.000000002,5286580.0,613.6666666666665,18.666666666667748,987.3333333333336,0.119
33,5952869.000000002,14326298.333333332,4918959.333333337,5454470.0,614.0,18.966666666666942,988.0666666666676,0.1197
34,5958291.666666669,14657432.999999998,5076451.333333339,5622690.0,610.666666666667,18.666666666667417,984.0000000000007,0.119
