week,money_supply,grants_cumulative,arena_sink_cumulative,league_rake_cumulative,median_balance,p10_balance,p90_balance,pct_below_bronze_stake
1,2476571.333333333,800000.0,146588.66666666666,176840.0,251.33333333333331,33.33333333333343,408.0,0.1336
2,2924917.0,1543384.0,280326.99999999994,338140.0,302.66666666666663,12.0,524.0,0.1563
3,3268787.0,2208970.666666667,445673.6666666663,494510.0,352.0,11.0,566.6666666666666,0.1674
4,3567500.3333333335,2799708.333333334,580798.0000000003,651410.0,376.66666666666663,11.333333333333485,617.9999999999999,0.1708
5,3795065.0,3328617.000000001,725012.0000000002,808540.0,404.0000000000001,12.0,642.0000000000001,0.1632
6,3994837.3333333335,3821316.3333333344,858938.9999999997,967540.0,422.0,12.0,666.0,0.1574
7,4147732.3333333335,4276728.666666668,1002366.3333333326,1126630.0,442.66666666666674,12.000000000000432,687.4000000000005,0.1551
8,4276709.333333334,4707708.666666668,1143389.3333333314,1287610.0,455.33333333333326,13.0,716.6666666666669,0.1498
9,4398357.0,5119937.666666668,1273430.6666666642,1448150.0,468.3333333333332,13.0,726.0,0.1515
10,4495631.0,5515978.000000001,1410796.9999999977,1609550.0,471.33333333333337,13.0,745.3333333333335,0.1454
11,4583012.333333334,5895630.333333334,1539977.9999999977,1772640.0,475.3333333333335,14.0,758.8000000000031,0.1413
12,4632320.333333334,6265927.000000001,1699336.666666664,1934270.0,478.8333333333335,14.0,780.0000000000002,0.1452
13,4696074.333333334,6630847.333333334,1837362.9999999972,2097410.0,484.0,14.0,790.7333333333338,0.1411
14,4735112.000000001,6989500.666666667,1994578.6666666649,2259810.0,490.0,14.0,794.0,0.1417
15,4782418.000000001,7343377.333333334,2139649.333333331,2421310.0,494.0,13.933333333332437,808.6666666666672,0.144
16,4809907.666666668,7695098.000000001,2302470.333333331,2582720.0,494.0000000000001,14.0,819.3333333333328,0.1421
17,4857833.333333334,8046192.333333334,2442388.999999996,2745970.0,495.0,14.0,822.8000000000011,0.1374
18,4897873.333333334,8394038.666666668,2587625.333333329,2908540.0,500.0,14.0,839.3333333333336,0.1399
19,4941917.333333335,8736513.666666668,2723246.333333328,3071350.0,504.0,14.000000000000103,844.0000000000001,0.1399
20,4971959.000000002,9074823.000000002,2868513.9999999953,3234350.0,504.0000000000001,14.000000000000455,851.3333333333339,0.1375
21,4994326.000000002,9412721.333333336,3020955.333333329,3397440.0,504.0000000000001,14.0,854.7333333333339,0.1367
22,5024647.000000002,9750019.66666667,3163852.6666666614,3561520.0,506.0,14.599999999999225,862.1333333333343,0.1337
23,5043574.000000002,10085151.333333336,3315727.3333333274,3725850.0,512.0,14.599999999999424,864.0,0.1349
24,5065234.000000002,10415856.333333336,3460852.333333328,3889770.0,510.00000000000045,14.666666666666789,868.0000000000002,0.134
25,5084089.333333336,10744758.66666667,3607219.3333333274,4053450.0,512.0000000000003,14.666666666666686,871.3333333333345,0.1351
26,5111249.333333336,11071220.333333336,3743010.9999999944,4216960.0,512.6666666666674,14.666666666667066,882.0,0.1357
27,5125316.333333335,11397528.66666667,3890932.3333333284,4381280.0,513.6666666666667,15.3333333333341,878.0,0.1327
28,5139206.333333336,11725611.000000004,4041344.666666661,4545060.0,515.6666666666672,15.333333333333348,889.3999999999987,0.1361
29,5166301.666666669,12052643.66666667,4176931.9999999944,4709410.0,520.6666666666666,15.333333333333997,888.0000000000006,0.1337
30,5203787.000000002,12374073.66666667,4295556.666666661,4874730.0,522.6666666666666,16.000000000000902,896.0000000000005,0.1319
31,5215060.666666668,12693233.66666667,4437412.9999999935,5040760.0,522.6666666666667,16.666666666667084,899.9999999999999,0.1292
32,5239018.333333336,13011961.000000004,4564692.666666659,5208250.0,522.6666666666667,18.0,902.066666666667,0.1272
33,5242921.333333336,13327530.333333338,4709578.999999992,5375030.0,524.0000000000007,17.29999999999976,904.6666666666671,0.1278
34,5265590.000000002,13645006.333333338,4837646.3333333265,5541770.0,530.0,17.33333333333365,912.0,0.1285
35,5260400.333333335,13958371.666666672,4990901.333333326,5707070.0,526.6666666666667,16.0,912.6666666666674,0.13
36,5251972.666666668,14273295.666666672,5149262.999999993,5872060.0,524.0,15.333333333333576,916.0000000000001,0.1333
37,5263422.000000002,14593330.000000006,5291987.9999999935,6037920.0,526.0,16.0,920.0000000000001,0.1324
38,5261522.333333335,14910461.666666672,5444969.3333333265,6203970.0,521.0000000000005,16.0,917.3333333333334,0.1287
39,5251402.666666669,15230559.666666672,5610996.999999994,6368160.0,522.0,14.666666666667016,920.6666666666675,0.1341
40,5264325.666666668,15552649.000000006,5755423.333333327,6532900.0,520.0,15.333333333332353,927.0333333333335,0.1319
41,5270598.000000002,15874363.33333334,5906385.333333326,6697380.0,520.0,15.333333333334162,930.0666666666672,0.1325
42,5279719.000000002,16198567.666666673,6056198.666666656,6862650.0,522.6666666666667,16.000000000001602,926.0,0.1341
43,5278124.666666669,16518177.666666673,6212202.999999987,7027850.0,522.6666666666666,17.333333333333304,922.0,0.1304
44,5309010.666666668,16839410.33333334,6336729.666666655,7193670.0,530.666666666667,17.333333333333304,924.6666666666671,0.1292
